Fully qualified domain name,Instance Name,Database Name,Database Status,SQL Edition,SQL Version,Logical CPU Count,Hyperthread Ratio,Estimated CPU package count,Is FCI Enabled,SQL network name (FCI virtual name),Max server memory (in MB),Service pack,IS AG enabled,Service status,Is database highly available,Database size (in MB),Data file size (in MB),Log file size (in MB),Compatibility level,Percent growth files present,Database file configuration,Database physical file paths,Availability group name,Availability group type,Availability replica name,Commit mode,Replica type,Is primary replica,Replica state,Is AG multi subnet,AG replica sync status,Linked server count,Linked servers,Linked server dependency count,Linked server dependencies,Linked server discovery warning,SSIS catalog present,SSIS package count,SSIS packages,Legacy SSIS package count,Legacy SSIS packages,SSIS SQL Agent job step count,SSIS SQL Agent jobs,SSIS last execution,SSIS active packages (90d),SSIS executions (90d),SSIS top packages (90d),SSIS discovery warning,SSRS ReportServer present,SSRS report count,SSRS reports,SSRS subscription count,SSRS subscriptions,SSRS last subscription run,SSRS active reports (90d),SSRS executions (90d),SSRS top reports (90d),SSRS discovery warning
WIN-DEMO-APP03.mstar.lab,WIN-DEMO-APP03,NatDbMStar,ONLINE,Developer Edition (64-bit),13.0.5026.0,2,1,2,FALSE,,2147483647,SP2,TRUE,Running,TRUE,16.00,8.00,8.00,130,FALSE,NatDbMStar [ROWS] Size=8.00 MB; Max=UNLIMITED; Growth=64.00 MB; NatDbMStar_log [LOG] Size=8.00 MB; Max=2097152.00 MB; Growth=64.00 MB,ROWS: C:\Program Files\Microsoft SQL Server\MSSQL13.MSSQLSERVER\MSSQL\DATA\NatDbMStar.mdf; LOG: C:\Program Files\Microsoft SQL Server\MSSQL13.MSSQLSERVER\MSSQL\DATA\NatDbMStar_log.ldf,MSTAR-AG,REGULAR,WIN-DEMO-APP03,ASYNCHRONOUS_COMMIT,SECONDARY,FALSE,ONLINE,FALSE,SYNCHRONIZING,0,,0,,,FALSE,0,,8,PerfCountersCollect; PerfCountersUpload; QueryActivityCollect; QueryActivityUpload; SqlTraceCollect; SqlTraceUpload; TSQLQueryCollect; TSQLQueryUpload,0,,NULL,0,0,,,FALSE,0,,0,,NULL,0,0,,
WIN-DEMO-APP03.mstar.lab,WIN-DEMO-APP03,NatDbMStar-Outbox,ONLINE,Developer Edition (64-bit),13.0.5026.0,2,1,2,FALSE,,2147483647,SP2,TRUE,Running,TRUE,16.00,8.00,8.00,130,FALSE,NatDbMStar-Outbox [ROWS] Size=8.00 MB; Max=UNLIMITED; Growth=64.00 MB; NatDbMStar-Outbox_log [LOG] Size=8.00 MB; Max=2097152.00 MB; Growth=64.00 MB,ROWS: C:\Program Files\Microsoft SQL Server\MSSQL13.MSSQLSERVER\MSSQL\DATA\NatDbMStar-Outbox.mdf; LOG: C:\Program Files\Microsoft SQL Server\MSSQL13.MSSQLSERVER\MSSQL\DATA\NatDbMStar-Outbox_log.ldf,MSTAR-AG,REGULAR,WIN-DEMO-APP03,ASYNCHRONOUS_COMMIT,SECONDARY,FALSE,ONLINE,FALSE,SYNCHRONIZING,0,,0,,,FALSE,0,,8,PerfCountersCollect; PerfCountersUpload; QueryActivityCollect; QueryActivityUpload; SqlTraceCollect; SqlTraceUpload; TSQLQueryCollect; TSQLQueryUpload,0,,NULL,0,0,,,FALSE,0,,0,,NULL,0,0,,
