"VMName","Cluster","VMHost","PowerState","NumCPU","MemoryGB","ProvisionedGB","CPU_Pct_Avg","CPU_Pct_Max","CPU_Pct_P95","SampleCount","CPU_MHz_Avg","CPU_MHz_Max","CPU_MHz_P95","Mem_Pct_Avg","Mem_Pct_Max","Mem_Pct_P95","MemConsumed_GB_Avg","MemConsumed_GB_Max","MemConsumed_GB_P95","MemActive_GB_Avg","MemActive_GB_Max","MemActive_GB_P95","DiskReadIOPS_Avg","DiskReadIOPS_Max","DiskReadIOPS_P95","DiskWriteIOPS_Avg","DiskWriteIOPS_Max","DiskWriteIOPS_P95","DiskThroughput_KBps_Avg","DiskThroughput_KBps_Max","DiskThroughput_KBps_P95","NetThroughput_KBps_Avg","NetThroughput_KBps_Max","NetThroughput_KBps_P95","NetTransmit_KBps_Avg","NetTransmit_KBps_Max","NetTransmit_KBps_P95","NetReceive_KBps_Avg","NetReceive_KBps_Max","NetReceive_KBps_P95","DiskTotalIOPS_Avg"
"WIN-DEMO-APP01","(standalone ESXi)","192.168.149.128","PoweredOn","4","8","68.08","0.35","0.73","0.42","180","42.5","88","50","1.3","2.99","2.99","5.14","5.14","5.14","0.1","0.24","0.24",,,,,,,"2.54","17","8","0","0","0","0","0","0","0","0","0",
