"VMName","Cluster","VMHost","PowerState","NumCPU","MemoryGB","ProvisionedGB","CPU_Pct_Avg","CPU_Pct_Max","CPU_Pct_P95","SampleCount","CPU_MHz_Avg","CPU_MHz_Max","CPU_MHz_P95","Mem_Pct_Avg","Mem_Pct_Max","Mem_Pct_P95","MemConsumed_GB_Avg","MemConsumed_GB_Max","MemConsumed_GB_P95","MemActive_GB_Avg","MemActive_GB_Max","MemActive_GB_P95","DiskReadIOPS_Avg","DiskReadIOPS_Max","DiskReadIOPS_P95","DiskWriteIOPS_Avg","DiskWriteIOPS_Max","DiskWriteIOPS_P95","DiskThroughput_KBps_Avg","DiskThroughput_KBps_Max","DiskThroughput_KBps_P95","NetThroughput_KBps_Avg","NetThroughput_KBps_Max","NetThroughput_KBps_P95","NetTransmit_KBps_Avg","NetTransmit_KBps_Max","NetTransmit_KBps_P95","NetReceive_KBps_Avg","NetReceive_KBps_Max","NetReceive_KBps_P95","DiskTotalIOPS_Avg"
"WIN-DEMO-APP01","(standalone ESXi)","192.168.149.128","PoweredOn","4","8","68.08","9.92","52.82","41.64","42","1188.71","6327","4987","53.06","92.99","92.99","2.51","3.58","3.46","4.25","7.44","7.44","90.12","1611.8","453.7","11.23","86.8","69.45","4538.5","48204","37314","273.55","11285","82","1.55","48","4","271.95","11237","71","101.35"
